ids_str;media_url;media_url_https;url;display_url;expanded_url;type
1141078301064273920;http://pbs.twimg.com/media/D9XsGYMXsAEdeOK.jpg;https://pbs.twimg.com/media/D9XsGYMXsAEdeOK.jpg;https://t.co/0mk189v37n;pic.twitter.com/0mk189v37n;https://twitter.com/DGEECpy/status/1141078301064273920/photo/1;photo
1141076937386942465;http://pbs.twimg.com/media/D9XrbX8WsAAX_-8.jpg;https://pbs.twimg.com/media/D9XrbX8WsAAX_-8.jpg;https://t.co/Q78hsRz8y5;pic.twitter.com/Q78hsRz8y5;https://twitter.com/hacesfalta/status/1141076937386942465/photo/1;photo
1141075468965294090;http://pbs.twimg.com/media/D9XqFUfXUAE59nF.jpg;https://pbs.twimg.com/media/D9XqFUfXUAE59nF.jpg;https://t.co/igFX5e8iZ5;pic.twitter.com/igFX5e8iZ5;https://twitter.com/FAOParaguay/status/1141075468965294090/photo/1;photo
1141073104371798016;http://pbs.twimg.com/media/D9XXeKjUEAU4bdI.png;https://pbs.twimg.com/media/D9XXeKjUEAU4bdI.png;https://t.co/KpD8ulF95Z;pic.twitter.com/KpD8ulF95Z;https://twitter.com/ConstruyendoyC/status/1141073104371798016/photo/1;photo
1141067681434652674;http://pbs.twimg.com/media/D9Xi-LEXkAMxyJK.jpg;https://pbs.twimg.com/media/D9Xi-LEXkAMxyJK.jpg;https://t.co/cqSfKFuFON;pic.twitter.com/cqSfKFuFON;https://twitter.com/aordas/status/1141067681434652674/photo/1;photo
1141067236481884160;http://pbs.twimg.com/media/D9XimdDXkAIE_jE.jpg;https://pbs.twimg.com/media/D9XimdDXkAIE_jE.jpg;https://t.co/pcGYZ7QtCm;pic.twitter.com/pcGYZ7QtCm;https://twitter.com/CentroOds/status/1141067236481884160/photo/1;photo
1141066822688681984;http://pbs.twimg.com/media/D9XiOk_WkAAl2sd.png;https://pbs.twimg.com/media/D9XiOk_WkAAl2sd.png;https://t.co/wrJcOVJT6I;pic.twitter.com/wrJcOVJT6I;https://twitter.com/Corresponsables/status/1141066822688681984/photo/1;photo
1141064805631086598;http://pbs.twimg.com/media/D9XeL9UXkAEzTOb.jpg;https://pbs.twimg.com/media/D9XeL9UXkAEzTOb.jpg;https://t.co/NvDRRtiIsD;pic.twitter.com/NvDRRtiIsD;https://twitter.com/margaritacdf/status/1141064805631086598/photo/1;photo
1141062342274404352;http://pbs.twimg.com/media/D9XeJcfXsAAVq6q.jpg;https://pbs.twimg.com/media/D9XeJcfXsAAVq6q.jpg;https://t.co/hlR9vgWMXs;pic.twitter.com/hlR9vgWMXs;https://twitter.com/PnudColombia/status/1141062342274404352/photo/1;photo
1141062168961585152;http://pbs.twimg.com/media/D9Xd68JXoAMd9-X.jpg;https://pbs.twimg.com/media/D9Xd68JXoAMd9-X.jpg;https://t.co/bREXgotUgV;pic.twitter.com/bREXgotUgV;https://twitter.com/viviendaenred/status/1141062168961585152/photo/1;photo
1141059944701149184;http://pbs.twimg.com/media/D9Xb2A0WkAAvjsF.jpg;https://pbs.twimg.com/media/D9Xb2A0WkAAvjsF.jpg;https://t.co/JYqTx8FLY0;pic.twitter.com/JYqTx8FLY0;https://twitter.com/ICEFI/status/1141059944701149184/photo/1;photo
1141055495479930880;http://pbs.twimg.com/media/D9XX6gcWwAI6Rpg.jpg;https://pbs.twimg.com/media/D9XX6gcWwAI6Rpg.jpg;https://t.co/fZIs0H1KjA;pic.twitter.com/fZIs0H1KjA;https://twitter.com/puntosigre/status/1141055495479930880/photo/1;photo
1141054669072076800;http://pbs.twimg.com/ext_tw_video_thumb/1141053026104434688/pu/img/o8HHgb3SXBfUiLIb.jpg;https://pbs.twimg.com/ext_tw_video_thumb/1141053026104434688/pu/img/o8HHgb3SXBfUiLIb.jpg;https://t.co/5jfrOjNW7T;pic.twitter.com/5jfrOjNW7T;https://twitter.com/gramontani/status/1141054669072076800/video/1;photo
1141053219101171714;http://pbs.twimg.com/media/D9XV2vTXoAAqz30.jpg;https://pbs.twimg.com/media/D9XV2vTXoAAqz30.jpg;https://t.co/it0gZOTLjc;pic.twitter.com/it0gZOTLjc;https://twitter.com/Economia_3/status/1141053219101171714/photo/1;photo
1141052669328535553;http://pbs.twimg.com/media/D9XVV1GXYAI_8Jj.jpg;https://pbs.twimg.com/media/D9XVV1GXYAI_8Jj.jpg;https://t.co/phpkDJCWs0;pic.twitter.com/phpkDJCWs0;https://twitter.com/Innovart_cc/status/1141052669328535553/photo/1;photo
1141051180119928833;http://pbs.twimg.com/media/D9XT_rhXUAYcMiC.jpg;https://pbs.twimg.com/media/D9XT_rhXUAYcMiC.jpg;https://t.co/RBu1jpOvB6;pic.twitter.com/RBu1jpOvB6;https://twitter.com/porfirio_rmz/status/1141051180119928833/photo/1;photo
