ids;url
1143221044834111488;https://t.co/Kzq7WCIVex
1143221044834111488;https://t.co/AIS3rD4htJ
1143221026869956608;https://t.co/2cDrtCjLpw
1143217777521696768;https://t.co/moFOA9Rp5l
1143217725558468610;https://t.co/Qi2Qt7wIF8
1143217508561956864;https://t.co/rFTjVz7k9C
1143214478688956417;https://t.co/2cDrtCjLpw
1143213966950166529;https://t.co/YSWeyg8Ay8
1143209865017528320;https://t.co/jJ7uPNgEFu
1143209790577008640;https://t.co/DlIGp4UFJO
1143208174843060225;https://t.co/vrVKTopDB9
1143208123508899841;https://t.co/dF4KRUMmUF
1143207915874148352;https://t.co/DlIGp4UFJO
1143207048974409730;https://t.co/4o7qEbNWXP
1143206741385129984;https://t.co/i91vDnu3eY
1143205634063654913;https://t.co/4o7qEbNWXP
1143203505894825990;https://t.co/2cDrtCjLpw
1143202237541441537;https://t.co/ZBKnq8EBfF
1143201736187940864;https://t.co/4qtc3zdqhz
1143198813647228928;https://t.co/dEhOjsCNAI
1143197844377128961;https://t.co/0ROfUaZ3Oq
1143194572719304704;https://t.co/bScr7I6bu6
1143193386750492674;https://t.co/WnRnaVG0aR
1143193290646401024;https://t.co/uIsWqcPE26
1143191395471122435;https://t.co/2cDrtCjLpw
1143190002643476480;https://t.co/23TvmTHeXz
1143189927875764227;https://t.co/23TvmTHeXz
1143188515850792966;https://t.co/KksQ5RRkmh
1143187419761643520;https://t.co/DKUTQGFjtL
1143187419761643520;https://t.co/vR0Wn34Qv2
1143186946161856513;https://t.co/dHMpDQM3at
1143181683669254145;https://t.co/sTT21c3g9H
1143180778869809152;https://t.co/x43bGqmjtg
1143179535330004993;https://t.co/LEsF6RDhHa
1143176638374580225;https://t.co/kpIsgHATlM
1143176093253427205;https://t.co/2cDrtCjLpw
1143174531336609793;https://t.co/5JWJ5BG2aJ
1143174531336609793;https://t.co/5JWJ5BG2aJ
1143172882102652932;https://t.co/4o7qEbNWXP
1143172882102652932;https://t.co/5AMicSbiyb
1143170928869814272;https://t.co/CcPnwjDIbs
1143170191624478720;https://t.co/WqnPrhDW1T
1143168359900614656;https://t.co/hToQuKodrf
1143168200919699458;https://t.co/UXBhGKZcek
1143167610244227072;https://t.co/dOpEh9UFBt
1143164580992102400;https://t.co/I7qhjXl2Ss
1143164530253553664;https://t.co/OtKKtWbqXt
1143164382618226688;https://t.co/LTA6fvXL7x
1143164364263964673;https://t.co/KvhqI7PO8h
1143163132774440960;https://t.co/t8vwRvInjN
1143162776904507392;https://t.co/jUsky5IjzE
1143161582442229761;https://t.co/r9WoVHvcya
1143158844673208320;https://t.co/43NjuckTgV
1143158551164149760;https://t.co/XOJwNdViMw
1143158070559875072;https://t.co/2cDrtCjLpw
1143157629180682242;https://t.co/CaKNLsF6vC
1143157333335465985;https://t.co/Tr2ztpL1OH
1143156860893224960;https://t.co/ma8Zy0aplU
1143156124033658881;https://t.co/XOLorOTQsV
1143155576211476482;https://t.co/z1NyfERE7h
1143154317370810373;https://t.co/0hrwW1768A
1143152305841139713;https://t.co/2cDrtCjLpw
1143152143710511104;https://t.co/VIBPuNwvzQ
1143149973309153280;https://t.co/2cDrtCjLpw
1143149327533170689;https://t.co/9Dq7BwTNZI
1143147452956053504;https://t.co/MN3juIquQe
1143147452956053504;https://t.co/hlHXYzBCSn
